Date;ID;Short_ID;Born date;Age;Gen;ATFs;Sex;Weight;ATF;ColorCode;Sex
44743;290219980;9980;44704;6;+;NoED;Hembra;19;PSD95-6ZF-NoED;#E69F00;Female
44247;289838244;8244;;6;-;NI;Macho;20;HTT-NI;#0C7BDC;Male
44257;289846849;6849;;6;-;NI;Macho;20;HTT-NI;#0C7BDC;Male
44257;289838247;8247;;6;-;NI;Macho;20;HTT-NI;#0C7BDC;Male
44257;289846967;6967;;6;-;NI;Macho;20;HTT-NI;#0C7BDC;Male
44257;289838817;8817;;6;-;NI;Macho;20;HTT-NI;#0C7BDC;Male
44253;6926;6926;;6;+;NI;Macho;23;HTT+NI;#994F00;Male
44257;6926;6926;;7;+;NI;Macho;24;HTT+NI;#994F00;Male
44743;290248557;8557;44704;6;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44746;290248557;8557;;6;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44248;289838887;8887;;6;-;NI;Macho;21;HTT-NI;#0C7BDC;Male
44248;289838727;8727;;6;-;NI;Macho;21;HTT-NI;#0C7BDC;Male
44310;289838538;8538;;6;-;Tripan;Macho*;21;HTT-NI;#0C7BDC;Male
44310;289838699;8699;;6;-;Tripan;Macho*;21;HTT-NI;#0C7BDC;Male
44263;6926;6926;;7;+;NI;Macho;26;HTT+NI;#994F00;Male
44310;286655538;5538;;6;+;NoED;Macho*;21;PSD95-6ZF-NoED;#E69F00;Male
43937;289490328;328;43896;6;-;NoED;Macho;22;HTT-NI;#0C7BDC;Male
44248;289838416;8416;;6;-;NI;Macho;22;HTT-NI;#0C7BDC;Male
44248;289838715;8715;;6;-;NI;Macho;22;HTT-NI;#0C7BDC;Male
44310;287561632;1632;;6;-;NI;Macho*;22;HTT-NI;#0C7BDC;Male
44310;287069362;9362;;6;-;NI;Macho*;22;HTT-NI;#0C7BDC;Male
44268;6926;6926;;8;+;NI;Macho;26;HTT+NI;#994F00;Male
44248;7153;7153;;5;+;NI;Macho;20;HTT+NI;#994F00;Male
44253;7153;7153;;6;+;NI;Macho;23;HTT+NI;#994F00;Male
44257;7153;7153;;6;+;NI;Macho;23;HTT+NI;#994F00;Male
44263;7153;7153;;7;+;NI;Macho;23;HTT+NI;#994F00;Male
44268;287257800;7800;;9;+;VP64;Macho;20;PSD95-6ZF-VP64;#009E73;Male
44248;289838604;8604;;6;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44268;7153;7153;;8;+;NI;Macho;23;HTT+NI;#994F00;Male
44248;7190;7190;44212;5;+;NI;Hembra;17;HTT+NI;#994F00;Female
44268;7190;7190;44212;6;+;NI;Hembra;17;HTT+NI;#994F00;Female
44268;7190;7190;44212;7;+;NI;Hembra;18;HTT+NI;#994F00;Female
44268;7190;7190;44212;8;+;NI;Hembra;19;HTT+NI;#994F00;Female
44274;7190;7190;44212;9;+;NI;Hembra;20;HTT+NI;#994F00;Female
44279;7190;7190;44212;10;+;NI;Hembra;19;HTT+NI;#994F00;Female
44248;289838226;8226;;6;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44257;6388;6388;;6;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44248;7264;7264;;5;+;NI;Hembra;18;HTT+NI;#994F00;Female
44239;289756745;6745;;6;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44248;286992078;2078;;6;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44268;7264;7264;;6;+;NI;Hembra;19;HTT+NI;#994F00;Female
44268;7264;7264;;8;+;NI;Hembra;20;HTT+NI;#994F00;Female
44274;7264;7264;;9;+;NI;Hembra;20;HTT+NI;#994F00;Female
44279;7264;7264;;10;+;NI;Hembra;19;HTT+NI;#994F00;Female
44248;7580;7580;;5;+;NI;Macho;23;HTT+NI;#994F00;Male
44253;7580;7580;;6;+;NI;Macho;23;HTT+NI;#994F00;Male
44257;7580;7580;;7;+;NI;Macho;22;HTT+NI;#994F00;Male
44263;7580;7580;;7;+;NI;Macho;22;HTT+NI;#994F00;Male
44268;7580;7580;;8;+;NI;Macho;22;HTT+NI;#994F00;Male
44274;289838087;8087;;9;;NI;Hembra;22;HTT+NI;#994F00;Female
44239;289756286;6286;;6;+;NoED;Macho;26;PSD95-6ZF-NoED;#E69F00;Male
44279;289838087;8087;;10;;NI;Hembra;23;HTT+NI;#994F00;Female
44248;289838154;8154;;6;+;NI;Hembra;19;HTT+NI;#994F00;Female
44257;289838154;8154;;7;+;NI;Hembra;20;HTT+NI;#994F00;Female
44274;287257800;7800;;10;+;VP64;Macho;20;PSD95-6ZF-VP64;#009E73;Male
44247;289838342;8342;;6;+;VP64;Macho;22;PSD95-6ZF-VP64;#009E73;Male
44234;289838515;8515;;4;+;VP64;Hembra;15;PSD95-6ZF-VP64;#009E73;Female
44268;289838154;8154;;8;+;NI;Hembra;21;HTT+NI;#994F00;Female
44248;289838582;8582;;7;+;NoED;Hembra;17;PSD95-6ZF-NoED;#E69F00;Female
44746;290219093;9093;;7;-;NI;Macho;17,76;HTT-NI;#0C7BDC;Male
44743;290219520;9520;44697;7;-;NI;Hembra;18;HTT-NI;#0C7BDC;Female
44756;290219614;9614;;7;-;NI;Hembra;18;HTT-NI;#0C7BDC;Female
44743;290219093;9093;44697;7;-;NI;Macho;18;HTT-NI;#0C7BDC;Male
44274;289838154;8154;;9;+;NI;Hembra;22;HTT+NI;#994F00;Female
44279;289838154;8154;;10;+;NI;Hembra;23;HTT+NI;#994F00;Female
44257;289838087;8087;;7;-;NI;Hembra;19;HTT-NI;#0C7BDC;Female
44743;290248181;8181;44697;7;+;NI;Hembra;18;HTT+NI;#994F00;Female
44254;287523931;3931;;7;+;NoED;Hembra;19;PSD95-6ZF-NoED;#E69F00;Female
44310;289838187;8187;;6;+;NI;Macho*;23;HTT+NI;#994F00;Male
44756;290219980;9980;;7;+;NoED;Hembra;19;PSD95-6ZF-NoED;#E69F00;Female
44239;289838515;8515;;5;+;VP64;Hembra;16;PSD95-6ZF-VP64;#009E73;Female
44254;289838515;8515;;7;+;VP64;Hembra;18;PSD95-6ZF-VP64;#009E73;Female
44255;289838515;8515;;8;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44301;289838224;8224;;5;+;NI;Macho*;18;HTT+NI;#994F00;Male
44256;289838515;8515;;9;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44254;289838910;8910;;7;-;NI;hembra;21;HTT-NI;#0C7BDC;Female
44743;290248230;8230;44704;6;+;NI;Hembra;20;HTT+NI;#994F00;Female
44756;290248230;8230;;7;+;NI;Hembra;19;HTT+NI;#994F00;Female
44301;289838546;8546;;5;+;NI;Macho*;16;HTT+NI;#994F00;Male
44248;289756720;6720;44200;7;-;NI;hembra;22;HTT-NI;#0C7BDC;Female
44257;289838416;8416;;7;-;NI;Macho;22;HTT-NI;#0C7BDC;Male
44257;289838887;8887;;7;-;NI;Macho;22;HTT-NI;#0C7BDC;Male
44257;6608;6608;;7;-;NI;Hembra;22;HTT-NI;#0C7BDC;Female
44310;289838546;8546;;6;+;NI;Macho*;19;HTT+NI;#994F00;Male
44248;289838831;8831;;6;+;NI;Macho;22;HTT+NI;#994F00;Male
44257;289838831;8831;;7;+;NI;Macho;22;HTT+NI;#994F00;Male
44248;289838839;8839;;7;+;NoED;Macho;22;PSD95-6ZF-NoED;#E69F00;Male
44615;290219172;9172;;7;+;NoED;Macho;22;PSD95-6ZF-NoED;#E69F00;Male
44257;289838515;8515;;10;+;VP64;Hembra;18;PSD95-6ZF-VP64;#009E73;Female
44258;289838515;8515;;11;+;VP64;Hembra;18;PSD95-6ZF-VP64;#009E73;Female
44257;289838604;8604;;7;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44268;289838831;8831;;8;+;NI;Macho;22;HTT+NI;#994F00;Male
44274;289838831;8831;;9;+;NI;Macho;22;HTT+NI;#994F00;Male
44279;289838831;8831;;10;+;NI;Macho;23;HTT+NI;#994F00;Male
44248;289839059;9059;;6;+;NI;Macho;21;HTT+NI;#994F00;Male
44743;290219163;9163;44705;5;+;NI;Hembra;18;HTT+NI;#994F00;Female
44248;289756286;6286;;7;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44248;289756706;6706;;7;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44257;289838715;8715;;7;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44257;289838727;8727;;7;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44257;6935;6935;;7;-;NI;Hembra;24;HTT-NI;#0C7BDC;Female
44743;290219320;9320;44697;7;+;NI;Hembra;16;HTT+NI;#994F00;Female
44743;290219509;9509;44704;6;+;NI;Hembra;17;HTT+NI;#994F00;Female
44756;290219509;9509;;7;+;NI;Hembra;18;HTT+NI;#994F00;Female
44600;290219965;9965;;6;+;NI;Macho;22;HTT+NI;#994F00;Male
44615;290219965;9965;;8;+;NI;Macho;24;HTT+NI;#994F00;Male
44621;290219965;9965;;9;+;NI;Macho;25;HTT+NI;#994F00;Male
44248;289756745;6745;;7;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44253;286992078;2078;;7;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44253;289838226;8226;;7;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44173;R6/2-A2-1-00;1-00;44141;5;+;NI;Macho;24;HTT+NI;#994F00;Male
44178;R6/2-A2-1-00;1-00;;5;+;NI;Macho;26;HTT+NI;#994F00;Male
44180;R6/2-D1-1-00;1-00;44137;6;+;NI;Macho;6,142857143;HTT+NI;#994F00;Male
44180;R6/2-A2-1-00;1-00;;6;+;NI;Macho;26;HTT+NI;#994F00;Male
44183;R6/2-A2-1-00;1-00;;6;+;NI;Macho;26;HTT+NI;#994F00;Male
44183;R6/2-D1-1-00;1-00;;7;+;NI;Macho;6,571428571;HTT+NI;#994F00;Male
44188;R6/2-D1-1-00;1-00;;7;+;NI;Macho;7,285714286;HTT+NI;#994F00;Male
44188;R6/2-A2-1-00;1-00;;7;+;NI;Macho;26;HTT+NI;#994F00;Male
44193;R6/2-A2-1-00;1-00;;7;+;NI;Macho;26;HTT+NI;#994F00;Male
44193;R6/2-D1-1-00;1-00;;8;+;NI;Macho;8;HTT+NI;#994F00;Male
44260;289838515;8515;;12;+;VP64;Hembra;17;PSD95-6ZF-VP64;#009E73;Female
44743;290248691;8691;44705;5;+;VP64;Hembra;14;PSD95-6ZF-VP64;#009E73;Female
44239;289838930;8930;;5;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44254;289838930;8930;;7;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44255;289838930;8930;;7;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44760;290219269;9269;;8;+;NoED;Hembra;15;PSD95-6ZF-NoED;#E69F00;Female
44621;290219691;9691;;8;+;NoED;Hembra;16;PSD95-6ZF-NoED;#E69F00;Female
44760;290219846;9846;;8;-;NI;Hembra;18;HTT-NI;#0C7BDC;Female
44200;R6/2-A2-1-00;1-00;;8;+;NI;Macho;26;HTT+NI;#994F00;Male
44621;290219312;9312;;8;-;NI;Hembra;19;HTT-NI;#0C7BDC;Female
44200;R6/2-D1-1-00;1-00;;9;+;NI;Macho;9;HTT+NI;#994F00;Male
44203;R6/2-A2-1-00;1-00;;9;+;NI;Macho;28;HTT+NI;#994F00;Male
44257;289838582;8582;;8;+;NoED;Hembra;19;PSD95-6ZF-NoED;#E69F00;Female
44256;289838930;8930;;7;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44257;289838930;8930;;8;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44258;289838930;8930;;8;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44260;289838930;8930;;8;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44621;290219220;9220;;8;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44621;290219316;9316;;8;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44255;287523931;3931;;8;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44256;287523931;3931;;8;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44257;287523931;3931;;8;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44258;287523931;3931;;8;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44260;287523931;3931;;8;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44173;R6/2-B2-1;B2-1;44140;5;+;NI;Macho;23;HTT+NI;#994F00;Male
44268;6362;6362;;8;+;NoED;Macho;20;PSD95-6ZF-NoED;#E69F00;Male
44263;289838930;8930;;9;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44260;289838910;8910;;8;-;NI;hembra;21;HTT-NI;#0C7BDC;Female
44268;289838087;8087;;8;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44621;290219261;9261;;8;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44178;R6/2-B2-1;B2-1;;5;+;NI;Macho;25;HTT+NI;#994F00;Male
44180;R6/2-B2-1;B2-1;;6;+;NI;Macho;25;HTT+NI;#994F00;Male
44256;289838910;8910;;8;-;NI;hembra;22;HTT-NI;#0C7BDC;Female
44257;289838910;8910;;8;-;NI;hembra;22;HTT-NI;#0C7BDC;Female
44258;289838910;8910;;8;-;NI;hembra;22;HTT-NI;#0C7BDC;Female
44183;R6/2-B2-1;B2-1;;6;+;NI;Macho;26;HTT+NI;#994F00;Male
44188;R6/2-B2-1;B2-1;;7;+;NI;Macho;24;HTT+NI;#994F00;Male
44615;290219162;9162;;8;+;NoED;Hembra;22;PSD95-6ZF-NoED;#E69F00;Female
44274;289838930;8930;;10;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44268;289838416;8416;;8;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44268;289838887;8887;;8;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44268;289847118;7118;;8;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44268;6608;6608;;8;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44268;8966;8966;;8;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44193;R6/2-B2-1;B2-1;;8;+;NI;Macho;27;HTT+NI;#994F00;Male
44257;289756706;6706;;8;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44257;289838226;8226;;8;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44263;289838226;8226;;8;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44621;290219172;9172;;8;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44268;289838715;8715;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44268;289838727;8727;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44268;289846849;6849;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44268;289838247;8247;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44268;289846967;6967;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44621;290219686;9686;;8;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44200;R6/2-B2-1;B2-1;;9;+;NI;Macho;27;HTT+NI;#994F00;Male
44180;R6/2-C2-1;C2-1;44142;5;+;NI;Macho;20;HTT+NI;#994F00;Male
44180;R6/2-C2-1;C2-1;44142;5;+;NI;Macho;21;HTT+NI;#994F00;Male
44183;R6/2-C2-1;C2-1;;6;+;NI;Macho;20;HTT+NI;#994F00;Male
44183;R6/2-C2-1;C2-1;;6;+;NI;Macho;23;HTT+NI;#994F00;Male
44257;286992078;2078;;8;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44310;289838941;8941;;6;+;VP64;Hembra*;18;PSD95-6ZF-VP64;#009E73;Female
44268;289838817;8817;;8;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44268;6388;6388;;8;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44188;R6/2-C2-1;C2-1;;7;+;NI;Macho;22;HTT+NI;#994F00;Male
44253;289756745;6745;;8;+;NoED;Macho;25;PSD95-6ZF-NoED;#E69F00;Male
44257;289756745;6745;;8;+;NoED;Macho;25;PSD95-6ZF-NoED;#E69F00;Male
44263;286992078;2078;;8;+;NoED;Macho;25;PSD95-6ZF-NoED;#E69F00;Male
43952;289752954;2954;43896;8;-;NoED;Hembra;26;HTT-NI;#0C7BDC;Female
44268;289838604;8604;;8;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44188;R6/2-C2-1;C2-1;;7;+;NI;Macho;23;HTT+NI;#994F00;Male
44193;R6/2-C2-1;C2-1;;7;+;NI;Macho;23;HTT+NI;#994F00;Male
44621;290219115;9115;;8;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44193;R6/2-C2-1;C2-1;;7;+;NI;Macho;24;HTT+NI;#994F00;Male
44199;R6/2-C2-1;C2-1;;8;+;NI;Macho;24;HTT+NI;#994F00;Male
44203;R6/2-C2-1;C2-1;;9;+;NI;Macho;24;HTT+NI;#994F00;Male
44203;R6/2-C2-1;C2-1;;9;+;NI;Macho;26;HTT+NI;#994F00;Male
44253;289756286;6286;;8;+;NoED;Macho;28;PSD95-6ZF-NoED;#E69F00;Male
44257;289756286;6286;;8;+;NoED;Macho;28;PSD95-6ZF-NoED;#E69F00;Male
44621;290219543;9543;;8;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44621;290219368;9368;;8;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44743;290219058;9058;44705;5;+;VP64;Hembra;10;PSD95-6ZF-VP64;#009E73;Female
44211;R6/2-C2-1;C2-1;;10;+;NI;Macho;24;HTT+NI;#994F00;Male
44760;290219058;9058;;8;+;VP64;Hembra;11;PSD95-6ZF-VP64;#009E73;Female
44600;290219143;9143;;6;+;VP64;Hembra;18;PSD95-6ZF-VP64;#009E73;Female
44211;R6/2-C2-1;C2-1;;10;+;NI;Macho;25;HTT+NI;#994F00;Male
44621;290219423;9423;;9;-;NI;Hembra;19;HTT-NI;#0C7BDC;Female
44627;290219423;9423;;9;-;NI;Hembra;19;HTT-NI;#0C7BDC;Female
44621;290219824;9824;;9;-;NI;Hembra;19;HTT-NI;#0C7BDC;Female
44180;R6/2-D1-1;D1-1;44137;6;+;NI;Macho;17;HTT+NI;#994F00;Male
44627;290219143;9143;;9;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44627;290219824;9824;;9;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44631;290219220;9220;;9;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44627;290219312;9312;;9;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44183;R6/2-D1-1;D1-1;;7;+;NI;Macho;19;HTT+NI;#994F00;Male
44263;287523931;3931;;9;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44274;287523931;3931;;10;+;NoED;Hembra;21;PSD95-6ZF-NoED;#E69F00;Female
44279;287523931;3931;;11;+;NoED;Hembra;21;PSD95-6ZF-NoED;#E69F00;Female
44621;290219143;9143;;10;+;VP64;Hembra;21;PSD95-6ZF-VP64;#009E73;Female
44279;287257800;7800;;11;+;VP64;Macho;19;PSD95-6ZF-VP64;#009E73;Male
44743;290219169;9169;44697;7;+;VP64;Macho;18;PSD95-6ZF-VP64;#009E73;Male
44621;290219119;9119;;9;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44627;290219119;9119;;9;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44627;290219220;9220;;9;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44631;290219312;9312;;9;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44188;R6/2-D1-1;D1-1;;7;+;NI;Macho;21;HTT+NI;#994F00;Male
44746;290219169;9169;;7;+;VP64;Macho;19;PSD95-6ZF-VP64;#009E73;Male
44263;289838910;8910;;9;-;NI;hembra;22;HTT-NI;#0C7BDC;Female
44621;290219714;9714;;9;-;NI;Hembra;22;HTT-NI;#0C7BDC;Female
44627;290219714;9714;;9;-;NI;Hembra;22;HTT-NI;#0C7BDC;Female
44621;290219641;9641;;9;-;NI;Macho;22;HTT-NI;#0C7BDC;Male
44627;290219316;9316;;9;-;NI;Hembra;22;HTT-NI;#0C7BDC;Female
44193;R6/2-D1-1;D1-1;;8;+;NI;Macho;20;HTT+NI;#994F00;Male
44173;R6/2-E1-1;E1-1;44141;5;+;NI;Macho;21;HTT+NI;#994F00;Male
44178;R6/2-E1-1;E1-1;;5;+;NI;Macho;22;HTT+NI;#994F00;Male
44180;R6/2-E1-1;E1-1;;6;+;NI;Macho;22;HTT+NI;#994F00;Male
44274;289838887;8887;;9;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44627;290219261;9261;;9;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44631;290219261;9261;;9;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44627;290219641;9641;;9;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44631;290219316;9316;;9;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44265;289756286;6286;;9;+;NoED;Macho;27;PSD95-6ZF-NoED;#E69F00;Male
44263;289756286;6286;;9;+;NoED;Macho;30;PSD95-6ZF-NoED;#E69F00;Male
44279;289838515;8515;;11;+;VP64;Hembra;14;PSD95-6ZF-VP64;#009E73;Female
44274;289838416;8416;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44274;289838727;8727;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44274;289847118;7118;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44276;289847293;7293;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44274;6608;6608;;9;-;NI;Hembra;24;HTT-NI;#0C7BDC;Female
44627;290219686;9686;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44631;290219686;9686;;9;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44183;R6/2-E1-1;E1-1;;6;+;NI;Macho;22;HTT+NI;#994F00;Male
44274;6362;6362;;9;+;NoED;Macho;20;PSD95-6ZF-NoED;#E69F00;Male
44274;289838715;8715;;9;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44274;289847293;7293;;9;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44274;289846849;6849;;9;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44274;289838247;8247;;9;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44274;8966;8966;;9;-;NI;Hembra;25;HTT-NI;#0C7BDC;Female
44188;R6/2-E1-1;E1-1;;7;+;NI;Macho;23;HTT+NI;#994F00;Male
44279;6362;6362;;10;+;NoED;Macho;22;PSD95-6ZF-NoED;#E69F00;Male
44274;289846967;6967;;9;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44274;6388;6388;;9;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44193;R6/2-E1-1;E1-1;;7;+;NI;Macho;24;HTT+NI;#994F00;Male
44200;R6/2-E1-1;E1-1;;8;+;NI;Macho;24;HTT+NI;#994F00;Male
44203;R6/2-E1-1;E1-1;;9;+;NI;Macho;26;HTT+NI;#994F00;Male
44352;289756444;6444;;11;+;NoED;Hembra*;18;PSD95-6ZF-NoED;#E69F00;Female
44600;290219416;9416;;5;+;VP64;Macho;22;PSD95-6ZF-VP64;#009E73;Male
44274;289838604;8604;;9;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44274;289838817;8817;;9;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44173;R6/2-C2-1-RAA;#¿NOMBRE?;44141;5;+;NI;Macho;24;HTT+NI;#994F00;Male
44173;R6/2-B2-1-R00;#¿NOMBRE?;44140;5;+;NI;Macho;24;HTT+NI;#994F00;Male
44268;289756706;6706;;10;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44279;289756706;6706;;11;+;NoED;Macho;22;PSD95-6ZF-NoED;#E69F00;Male
44178;R6/2-C2-1-RAA;#¿NOMBRE?;;5;+;NI;Macho;26;HTT+NI;#994F00;Male
44178;R6/2-B2-1-R00;#¿NOMBRE?;;5;+;NI;Macho;26;HTT+NI;#994F00;Male
44627;290219115;9115;;9;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44627;290219543;9543;;9;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44627;290219368;9368;;9;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44631;290219115;9115;;9;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44274;289756706;6706;;11;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44279;289838930;8930;;11;+;VP64;Hembra;21;PSD95-6ZF-VP64;#009E73;Female
44180;R6/2-C2-1-RAA;#¿NOMBRE?;;6;+;NI;Macho;25;HTT+NI;#994F00;Male
44263;289756745;6745;;9;+;NoED;Macho;25;PSD95-6ZF-NoED;#E69F00;Male
44180;R6/2-B2-1-R00;#¿NOMBRE?;;6;+;NI;Macho;25;HTT+NI;#994F00;Male
44183;R6/2-C2-1-RAA;#¿NOMBRE?;;6;+;NI;Macho;26;HTT+NI;#994F00;Male
44636;290219220;9220;;10;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44265;289756745;6745;;9;+;NoED;Macho;27;PSD95-6ZF-NoED;#E69F00;Male
44621;290219416;9416;;8;+;VP64;Macho;24;PSD95-6ZF-VP64;#009E73;Male
44627;290219416;9416;;9;+;VP64;Macho;26;PSD95-6ZF-VP64;#009E73;Male
44636;290219312;9312;;10;-;NI;Hembra;21;HTT-NI;#0C7BDC;Female
44268;289838226;8226;;9;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44183;R6/2-B2-1-R00;#¿NOMBRE?;;6;+;NI;Macho;27;HTT+NI;#994F00;Male
44265;289838226;8226;;9;+;NoED;Macho;24;PSD95-6ZF-NoED;#E69F00;Male
44274;289838910;8910;;10;-;NI;hembra;23;HTT-NI;#0C7BDC;Female
44636;290219261;9261;;10;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44188;R6/2-C2-1-RAA;#¿NOMBRE?;;7;+;NI;Macho;27;HTT+NI;#994F00;Male
44193;R6/2-C2-1-RAA;#¿NOMBRE?;;7;+;NI;Macho;27;HTT+NI;#994F00;Male
44188;R6/2-B2-1-R00;#¿NOMBRE?;;7;+;NI;Macho;27;HTT+NI;#994F00;Male
44193;R6/2-B2-1-R00;#¿NOMBRE?;;8;+;NI;Macho;27;HTT+NI;#994F00;Male
44352;289838244;8244;;11;+;NoED;Hembra*;21;PSD95-6ZF-NoED;#E69F00;Female
44268;289838582;8582;;9;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44279;289838416;8416;;10;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44279;289838887;8887;;10;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44279;6608;6608;;10;-;NI;Hembra;24;HTT-NI;#0C7BDC;Female
44200;R6/2-C2-1-RAA;#¿NOMBRE?;;8;+;NI;Macho;28;HTT+NI;#994F00;Male
44279;289847118;7118;;10;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44279;8966;8966;;10;-;NI;Hembra;25;HTT-NI;#0C7BDC;Female
44636;290219686;9686;;10;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44200;R6/2-B2-1-R00;#¿NOMBRE?;;9;+;NI;Macho;27;HTT+NI;#994F00;Male
