Length_neck_nano;Length_neck_micro;Length_spine_nano;Length_spine_micro;Ratio;Minor_axis;Major_axis;Aspect_Ratio;Perimeter_Head_nano;Perimeter_Head_micro;Area_Head_sqrnano;Area_Head_sqrmicro;Smallest_neckwidth;Median_neckwidth;Average_neckwidth;# Neckline;Short_ATF;File;ATF;Symbol;ColorCode
936,585;0,936585;1747,237;1,747237;53,604;461,743;746,421;0,619;2855,889;2,855889;271710,496;0,271710496;114,521;208,283;222,191;1;VP64;May032022_MAX_C2-VP64-M15-3X-2;PSD95-6ZF-VP64;22;#E69F00
708,969;0,708969;1744,495;1,744495;40,64;1260,14;1836,445;0,686;5345,205;5,345205;1813297,671;1,813297671;16,444;261,872;204,666;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;23;#009E73
1392,28;1,39228;1739,51;1,73951;80,24;357,153;555,683;0,643;1553,71;1,55371;154185,963;0,154185963;58,919;58,919;58,919;2;VP64;VP64_C25M1C363X5XCSpines;PSD95-6ZF-VP64;23;#009E73
1261,972;1,261972;1720,119;1,720119;73,365;433,797;511,846;0,848;1692,828;1,692828;181353,784;0,181353784;204,538;309,005;330,366;1;NoED;May032022_MAX_C2-NoED-M18-3X-3;PSD95-6ZF-NoED;23;#009E73
1207,819;1,207819;1705,429;1,705429;70,822;618,393;658,578;0,939;2113,876;2,113876;321587,389;0,321587389;24,493;111,39;9662,704;2;VP64;VP64_C21M1C263X5XS3Spines;PSD95-6ZF-VP64;22;#E69F00
807,247;0,807247;1693,41;1,69341;47,67;741,804;920,299;0,806;2716,783;2,716783;526542,483;0,526542483;143,61;344,222;743,275;1;VP64;Jun142022_MAX_C2-VP64-M14-3X-1;PSD95-6ZF-VP64;23;#009E73
949,226;0,949226;1688,649;1,688649;56,212;267,866;699,7;0,383;1971,618;1,971618;145919,972;0,145919972;72,843;135,623;133,869;2;VP64;VP64_500M2S1;PSD95-6ZF-VP64;23;#009E73
497,179;0,497179;1681,493;1,681493;29,568;508,324;1092,004;0,465;2911;2,911;428928,881;0,428928881;191,589;577,101;536,084;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-3;PSD95-6ZF-VP64;22;#E69F00
992,356;0,992356;1672,602;1,672602;59,33;886,148;1110,973;0,798;3311,635;3,311635;744531,392;0,744531392;53,313;214,977;708,18;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;22;#E69F00
1195,568;1,195568;1671,165;1,671165;71,541;425,721;630,536;0,675;1833,397;1,833397;213228,178;0,213228178;18,315;45,718;55,105;2;NoED;NoED_1M1C263X5XS1spines;PSD95-6ZF-NoED;23;#009E73
1134,817;1,134817;1668,21;1,66821;68,26;507,207;555,372;0,913;1831,321;1,831321;211667,119;0,211667119;89,923;245,869;245,869;2;VP64;VP64_C25M1C163X5XAS1Spine;PSD95-6ZF-VP64;23;#009E73
802,713;0,802713;1666,306;1,666306;48,173;513,702;841,879;0,61;2579,265;2,579265;341428,803;0,341428803;57,274;63,004;106,569;1;VP64;C2-VP64-5-M1-C2-63X-5XC;PSD95-6ZF-VP64;22;#E69F00
802,713;0,802713;1666,306;1,666306;48,173;513,702;841,879;0,61;2579,265;2,579265;341428,803;0,341428803;57,274;63,4;106,569;2;VP64;VP64_C25M1C263X5XCSpine;PSD95-6ZF-VP64;23;#009E73
458,474;0,458474;1641,944;1,641944;27,923;1259,273;1546,12;0,814;4638,877;4,638877;1641325,492;1,641325492;77,949;212,63;193,49;2;NoED;NoED_1M1C163X1XS2Spines;PSD95-6ZF-NoED;23;#009E73
338,513;0,338513;1641,577;1,641577;20,621;1275,874;1803,782;0,707;5060,982;5,060982;1707479,34;1,70747934;216,144;307,639;307,465;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;23;#009E73
721,745;0,721745;1630,809;1,630809;44,257;677,717;1078,227;0,629;2859,709;2,859709;567057,139;0,567057139;46,913;413,465;426,399;2;NoED;NoED_1M1C363X5XS1Spine;PSD95-6ZF-NoED;23;#009E73
1266,177;1,266177;1625,778;1,625778;77,881;430,236;577,703;0,745;1652,875;1,652875;188555,204;0,188555204;84,552;163,6;232,732;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
802,86;0,80286;1612,327;1,612327;49,795;840,91;1006,913;0,835;2934,879;2,934879;648366,24;0,64836624;96,358;96,358;96,358;2;VP64;VP64_MAX21M1C163X5X2Spines;PSD95-6ZF-VP64;22;#E69F00
765,308;0,765308;1595,93;1,59593;47,954;763,874;832,971;0,917;2567,593;2,567593;501679,486;0,501679486;135,474;240,42;273,859;1;NoED;Jun142022_MAX_C2-NoED-M6-3X-1;PSD95-6ZF-NoED;23;#009E73
519,693;0,519693;1582,828;1,582828;32,833;869,383;960,595;0,905;2943,503;2,943503;649276,59;0,64927659;19,249;105,782;107,417;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
931,757;0,931757;1579,703;1,579703;58,983;608,894;715,707;0,851;2185,65;2,18565;336004,274;0,336004274;37,505;37,505;37,505;2;NoED;NoED_C25M1C263X5XS1;PSD95-6ZF-NoED;23;#009E73
1061,055;1,061055;1578,203;1,578203;67,232;566,645;675,494;0,839;2004,457;2,004457;298176,352;0,298176352;94,64;477,295;3284,233;1;VP64;Jun142022_MAX_C2-VP64-M14-3X-1;PSD95-6ZF-VP64;23;#009E73
488,105;0,488105;1575,238;1,575238;30,986;980,387;1319,999;0,743;3967,055;3,967055;1009404,386;1,009404386;134,941;254,079;34030,497;1;VP64;May032022_MAX_C2-VP64-M15-3X-1;PSD95-6ZF-VP64;23;#009E73
695,324;0,695324;1542,888;1,542888;45,066;295,92;923,91;0,32;2216,158;2,216158;221937,337;0,221937337;183,949;348,644;528,71;1;VP64;May032022_MAX_C2-VP64-M15D-3X-1;PSD95-6ZF-VP64;23;#009E73
1010,021;1,010021;1537,213;1,537213;65,705;538,321;680,254;0,791;2219,304;2,219304;305062,984;0,305062984;141,988;417,283;512,745;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-1;PSD95-6ZF-NoED;22;#E69F00
924,901;0,924901;1531,267;1,531267;60,401;888,25;1166,216;0,761;3338,729;3,338729;809943,7;0,8099437;77,949;212,63;163,916;2;NoED;NoED_1M1C163X1XS2Spines;PSD95-6ZF-NoED;23;#009E73
936,399;0,936399;1525,854;1,525854;61,369;741,89;891,158;0,833;2833,498;2,833498;517783,98;0,51778398;19,188;183,77;183,77;2;VP64;VP64_MAX21M1C163X5X2Spines;PSD95-6ZF-VP64;22;#E69F00
869,754;0,869754;1522,258;1,522258;57,136;665,981;877,737;0,759;2493,589;2,493589;450022,23;0,45002223;33,412;183,706;170,18;2;VP64;C2-May_032022_VP64_100_M3X;PSD95-6ZF-VP64;23;#009E73
360,784;0,360784;1522,25;1,52225;23,701;509,1;1067,558;0,477;2900,808;2,900808;420972,027;0,420972027;298,185;437,421;13259,049;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-4;PSD95-6ZF-VP64;22;#E69F00
624,769;0,624769;1507,107;1,507107;41,455;866,395;1051,889;0,824;3295,214;3,295214;808164,222;0,808164222;86,455;192,814;177,555;2;NoED;NoED_C25M1C363X1XSpine;PSD95-6ZF-NoED;23;#009E73
570,119;0,570119;1494,263;1,494263;38,154;520,685;1081,992;0,481;3194,07;3,19407;430053,487;0,430053487;241,217;475,063;547,172;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-3;PSD95-6ZF-VP64;23;#009E73
1202,551;1,202551;1488,804;1,488804;80,773;550,578;592,884;0,929;1931,316;1,931316;254321,26;0,25432126;102,74;165,265;169,892;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
1182,18;1,18218;1476,291;1,476291;80,67;361,646;549,815;0,658;1495,813;1,495813;158518,429;0,158518429;55,87;93,347;93,347;2;NoED;NoED_C25M1C263X5XS1;PSD95-6ZF-NoED;22;#E69F00
949,146;0,949146;1463,448;1,463448;64,857;463,009;773,01;0,599;2053,628;2,053628;285058,392;0,285058392;238,801;440,111;437,622;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-2;PSD95-6ZF-NoED;23;#009E73
977,538;0,977538;1462,61;1,46261;66,86;877,423;1038,669;0,845;3092,721;3,092721;696510,955;0,696510955;172,556;243,14;254,63;2;NoED;NoED_MAXC21M1C363X1XS1;PSD95-6ZF-NoED;23;#009E73
1037,056;1,037056;1451,182;1,451182;71,463;647,594;759,931;0,852;2342,989;2,342989;389108,699;0,389108699;187,471;341,736;413,211;1;VP64;Jun142022_MAX_C2-VP64-M12-3X-1;PSD95-6ZF-VP64;23;#009E73
876,084;0,876084;1425,611;1,425611;61,453;527,674;706,541;0,747;2143,169;2,143169;297575,312;0,297575312;124,213;176,312;214,979;1;NoED;NoED-500-M1-3X-2-;PSD95-6ZF-NoED;23;#009E73
951,829;0,951829;1410,925;1,410925;67,461;493,677;590,731;0,836;1781,196;1,781196;231691,452;0,231691452;202,219;279,647;288,873;1;NoED;May032022_MAX_C2-NoED-M18-3X-2;PSD95-6ZF-NoED;23;#009E73
587,675;0,587675;1404,284;1,404284;41,849;557,107;1014,23;0,549;2798,284;2,798284;439605,245;0,439605245;141,87;141,87;141,87;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
796,542;0,796542;1403,312;1,403312;56,762;701,605;925,13;0,758;2699,68;2,69968;520923,682;0,520923682;209,376;302,167;299,944;2;VP64;May_032022_VP64_100_M2_3X-1-2-1;PSD95-6ZF-VP64;23;#009E73
777,282;0,777282;1399,839;1,399839;55,527;434,484;1029,699;0,422;2886,522;2,886522;355628,095;0,355628095;282,221;351,71;372,599;1;VP64;May032022_MAX_C2-VP64-M15-3X-2;PSD95-6ZF-VP64;23;#009E73
912,445;0,912445;1387,356;1,387356;65,769;509,867;581,723;0,876;1718,732;1,718732;226434,735;0,226434735;18,745;107,649;253,431;2;NoED;NoED_1M1C263X5XS1spines;PSD95-6ZF-NoED;23;#009E73
616,39;0,61639;1385,747;1,385747;44,481;595,141;1051,818;0,566;2732,965;2,732965;497289,417;0,497289417;149,785;263,22;259,69;2;VP64;C2-May_032022_VP64_100_M3X;PSD95-6ZF-VP64;23;#009E73
675,604;0,675604;1382,171;1,382171;48,88;658,31;994,652;0,662;2634,24;2,63424;508888,894;0,508888894;21,582;79,15;101,43;2;VP64;VP64_C2500M33XSpines;PSD95-6ZF-VP64;23;#009E73
535,448;0,535448;1375,055;1,375055;38,94;604,54;948,356;0,637;2893,424;2,893424;450309,344;0,450309344;240,957;368,559;350,011;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-2;PSD95-6ZF-VP64;22;#E69F00
1033,19;1,03319;1371,456;1,371456;75,323;341,988;436,66;0,784;1337,885;1,337885;107918,193;0,107918193;73,271;159,487;201,772;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
448,845;0,448845;1364,32;1,36432;32,899;813,818;1085,915;0,749;3097,66;3,09766;697689,518;0,697689518;179,414;270,214;299,711;2;VP64;C2-May_032022_VP64_100_M3X;PSD95-6ZF-VP64;22;#E69F00
915,386;0,915386;1346,56;1,34656;67,98;459,09;646,068;0,711;1823,248;1,823248;230529,083;0,230529083;15,486;77,801;90,551;1;NoED;NoED_C2--500-M3-3X_1-1;PSD95-6ZF-NoED;23;#009E73
436,391;0,436391;1337,448;1,337448;32,629;486,081;838,585;0,58;2285,871;2,285871;321351,572;0,321351572;225,354;281,462;335,635;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-1;PSD95-6ZF-VP64;23;#009E73
1079,877;1,079877;1330,34;1,33034;81,173;203,38;374,773;0,543;1033,209;1,033209;56859,907;0,056859907;71,53;71,53;71,53;2;NoED;NoED_C25M1C263X5XS1;PSD95-6ZF-NoED;23;#009E73
407,536;0,407536;1325,417;1,325417;30,748;768,743;1017,863;0,755;2843,298;2,843298;595576,6;0,5955766;23,88;223,307;26497,794;2;VP64;May_032022_VP64_100_M2_3X-1-2-1;PSD95-6ZF-VP64;22;#E69F00
894,963;0,894963;1321,1;1,3211;67,744;222,107;570,461;0,389;1362,78;1,36278;93445,85;0,09344585;26,463;165,511;185,169;2;VP64;VP64_C21M1C263X5XS2Spines;PSD95-6ZF-VP64;23;#009E73
837,97;0,83797;1307,545;1,307545;64,2;661,818;751,115;0,881;2331,18;2,33118;367952,277;0,367952277;260,954;308,46;344,978;2;NoED;NoED_MAXC21M1C363X1XS1;PSD95-6ZF-NoED;23;#009E73
832,38;0,83238;1304,276;1,304276;63,793;453,677;547,855;0,828;1611,998;1,611998;196708,942;0,196708942;80,992;295,47;19902,296;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
969,968;0,969968;1297,66;1,29766;74,748;421,588;463,782;0,909;1406,94;1,40694;148426,555;0,148426555;236,191;454,572;531,245;1;VP64;Jun142022_MAX_C2-VP64-M10-3X-1;PSD95-6ZF-VP64;22;#E69F00
668,268;0,668268;1283,053;1,283053;52,084;455,378;633,137;0,719;2127,906;2,127906;232244,002;0,232244002;216,151;317,87;571,994;1;VP64;Jun142022_MAX_C2-VP64-M8-3X-1;PSD95-6ZF-VP64;23;#009E73
843,93;0,84393;1266,163;1,266163;66,653;419,156;482,287;0,869;1570,718;1,570718;160205,9;0,1602059;162,309;162,309;162,309;2;NoED;NoED_C25M1C263X5XS1;PSD95-6ZF-NoED;23;#009E73
196,449;0,196449;1264,837;1,264837;15,532;730,932;1194,686;0,612;3612,474;3,612474;681186,494;0,681186494;421,656;621,978;30739,374;1;VP64;May032022_MAX_C2-VP64-M15D-3X-1;PSD95-6ZF-VP64;23;#009E73
947,391;0,947391;1255,427;1,255427;75,464;375,383;442,3;0,849;1356,182;1,356182;127503,443;0,127503443;137,95;167,88;179,728;2;VP64;VP64_C21M1C263X5XS2Spines;PSD95-6ZF-VP64;23;#009E73
611,734;0,611734;1231,948;1,231948;49,656;601,457;807,204;0,745;2300,249;2,300249;378244,952;0,378244952;167,526;604,549;17561,264;1;VP64;Jun142022_MAX_C2-VP64-M6-3X-1;PSD95-6ZF-VP64;22;#E69F00
727,698;0,727698;1229,191;1,229191;59,201;479,958;542,021;0,885;1648,676;1,648676;202925,179;0,202925179;100,242;193,275;228,934;1;NoED;May032022_MAX_C2-NoED-M18-3X-3;PSD95-6ZF-NoED;22;#E69F00
661,617;0,661617;1226,627;1,226627;53,938;554,359;687,475;0,806;1997,748;1,997748;291696,287;0,291696287;47,559;47,559;47,559;2;VP64;VP64_C25M1C363X5XASpines;PSD95-6ZF-VP64;22;#E69F00
390,172;0,390172;1213,497;1,213497;32,153;341,51;791,933;0,431;2409,292;2,409292;214714,362;0,214714362;109,778;127,423;127,423;2;VP64;VP64_500M2S1;PSD95-6ZF-VP64;23;#009E73
901,809;0,901809;1213,185;1,213185;74,334;228,318;383,175;0,596;1072,738;1,072738;72478,372;0,072478372;137,342;157,342;175,807;2;VP64;VP64_C21M1C263X5XS3Spines;PSD95-6ZF-VP64;22;#E69F00
790,191;0,790191;1212,4;1,2124;65,176;828,163;1050,431;0,788;2951,393;2,951393;605843,134;0,605843134;40,218;226,84;205,369;2;NoED;NoED_MAXC21M1C363X1XS1;PSD95-6ZF-NoED;23;#009E73
483,675;0,483675;1209,401;1,209401;39,993;861,989;1233,479;0,699;3595,462;3,595462;809970,462;0,809970462;164,394;286,727;299,947;1;VP64;C2-May_032022_VP64_100_M33X-2;PSD95-6ZF-VP64;23;#009E73
695,442;0,695442;1199,606;1,199606;57,973;483,642;650,954;0,743;1844,344;1,844344;243015,088;0,243015088;193,638;439,034;458,3;1;VP64;May032022_MAX_C2-VP64-M18-3X-1;PSD95-6ZF-VP64;22;#E69F00
827,055;0,827055;1192,829;1,192829;69,336;312,581;466,488;0,67;1467,443;1,467443;111185,455;0,111185455;203,917;341,153;18532,895;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-4;PSD95-6ZF-VP64;22;#E69F00
811,333;0,811333;1185,482;1,185482;68,439;393,265;467,689;0,841;1374,811;1,374811;140168,24;0,14016824;80,88;205,704;186,393;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
949,666;0,949666;1154,768;1,154768;82,239;416,543;525,87;0,793;1535,729;1,535729;169704,275;0,169704275;69,904;246,214;224,329;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
549,892;0,549892;1149,999;1,149999;47,817;638,347;757,96;0,842;2338,659;2,338659;386851,052;0,386851052;191,747;506,441;960,107;1;VP64;Jun142022_MAX_C2-VP64-M8-3X-1;PSD95-6ZF-VP64;22;#E69F00
870,246;0,870246;1148,097;1,148097;75,799;392,513;443,258;0,886;1398,927;1,398927;131065,316;0,131065316;126,066;407,039;8925,311;1;NoED;May032022_MAX_C2-NoED-M19-3X-1;PSD95-6ZF-NoED;23;#009E73
899,158;0,899158;1122,412;1,122412;80,109;285,422;638,596;0,447;1635,593;1,635593;137557,869;0,137557869;257,869;436,026;9190,555;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-2;PSD95-6ZF-NoED;23;#009E73
618,933;0,618933;1122,188;1,122188;55,154;455,414;808,547;0,563;2389,243;2,389243;296079,671;0,296079671;135,72;222,326;249,302;2;VP64;VP64_May032022_C2100M43X;PSD95-6ZF-VP64;22;#E69F00
965,785;0,965785;1118,849;1,118849;86,32;172,24;250,127;0,689;782,671;0,782671;40546,272;0,040546272;208,189;322,004;367,331;1;VP64;May032022_MAX_C2-VP64-M15D-3X-1;PSD95-6ZF-VP64;22;#E69F00
810,199;0,810199;1117,301;1,117301;72,514;295,817;481,721;0,614;1304,625;1,304625;112318,394;0,112318394;6,861;17,766;29,617;2;NoED;NoED_1M1C263X5XS2Spines;PSD95-6ZF-NoED;23;#009E73
541,337;0,541337;1111,225;1,111225;48,715;560,214;770,52;0,728;2188,202;2,188202;338843,39;0,33884339;24,676;186,915;182,31;2;VP64;VP64_C21M1C263X5XS3Spines;PSD95-6ZF-VP64;23;#009E73
749,282;0,749282;1099,112;1,099112;68,172;369,15;498,499;0,741;1399,269;1,399269;141018,342;0,141018342;122,625;158,272;175,562;2;VP64;VP64_C21M1C263X5XS2Spines;PSD95-6ZF-VP64;23;#009E73
680,045;0,680045;1094,865;1,094865;62,112;472,615;539,925;0,875;1636,877;1,636877;196528,6;0,1965286;185,896;389,7;473,482;1;VP64;May032022_MAX_C2-VP64-M15-3X-1;PSD95-6ZF-VP64;22;#E69F00
682,249;0,682249;1085,363;1,085363;62,859;286,719;413,167;0,694;1179,936;1,179936;89593,728;0,089593728;265,872;265,872;265,872;2;VP64;VP64_C25M1C363X5XCSpines;PSD95-6ZF-VP64;23;#009E73
215,978;0,215978;1075,835;1,075835;20,075;825,773;1103,628;0,748;3279,957;3,279957;725822,059;0,725822059;321,723;321,723;321,723;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-2;PSD95-6ZF-VP64;23;#009E73
504,92;0,50492;1044,983;1,044983;48,318;454,913;564,579;0,806;1676,107;1,676107;196935,354;0,196935354;102,282;140,756;140,513;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
795,008;0,795008;1041,281;1,041281;76,349;398,229;482,665;0,825;1503,828;1,503828;150072,24;0,15007224;171,034;236,786;26655,138;1;NoED;Jun142022_MAX_C2-NoED-M14-3X-1;PSD95-6ZF-NoED;22;#E69F00
677,961;0,677961;1032,228;1,032228;65,679;359,57;470,042;0,765;1328,012;1,328012;128719,106;0,128719106;179,971;243,114;311,654;1;VP64;May032022_MAX_C2-VP64-M18-3X-1;PSD95-6ZF-VP64;22;#E69F00
697,797;0,697797;1029,641;1,029641;67,771;360,52;450,419;0,8;1358,712;1,358712;127361,147;0,127361147;224,337;581,45;18783,419;1;VP64;May032022_MAX_C2-VP64-M15-3X-2;PSD95-6ZF-VP64;23;#009E73
428,903;0,428903;1020,165;1,020165;42,42;748,877;829,746;0,903;2555,291;2,555291;485410,5;0,4854105;258,676;895,604;894,189;2;VP64;May_032022_VP64_100_M2_3X-1-2-1;PSD95-6ZF-VP64;23;#009E73
497,952;0,497952;1009,393;1,009393;49,332;620,54;654,209;0,949;2018,388;2,018388;311417,542;0,311417542;170,73;428,866;922,074;1;NoED;Jun142022_MAX_C2-NoED-M14-3X-1;PSD95-6ZF-NoED;22;#E69F00
358,872;0,358872;962,75;0,96275;37,276;644,016;939,11;0,686;2526,754;2,526754;469919,367;0,469919367;189,314;381,277;597,474;1;NoED;May032022_MAX_C2-NoED-M18-3X-1;PSD95-6ZF-NoED;22;#E69F00
691,509;0,691509;951,779;0,951779;72,654;391,576;465,476;0,841;1394,951;1,394951;136864,176;0,136864176;116,888;288,343;308,262;1;VP64;May032022_MAX_C2-VP64-M18-3X-1;PSD95-6ZF-VP64;22;#E69F00
473,675;0,473675;946,516;0,946516;50,044;511,639;741,639;0,69;2064,809;2,064809;297077,669;0,297077669;119,922;248,362;26521,115;1;NoED;Jun142022_MAX_C2-NoED-M12-3X-1;PSD95-6ZF-NoED;23;#009E73
687,48;0,68748;940,529;0,940529;73,49;446,613;511,996;0,872;1633,148;1,633148;175961,785;0,175961785;224,196;472,363;16128,362;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
637,857;0,637857;934,867;0,934867;68,23;392,614;476,906;0,823;1430,656;1,430656;144186,792;0,144186792;283,859;331,033;335,342;1;NoED;May032022_MAX_C2-NoED-M19-3X-1;PSD95-6ZF-NoED;23;#009E73
748,721;0,748721;933,521;0,933521;80,204;294,77;348,524;0,846;1058,447;1,058447;80627,574;0,080627574;166,366;379,262;44101,276;1;VP64;May032022_MAX_C2-VP64-M15D-3X-3;PSD95-6ZF-VP64;22;#E69F00
537,565;0,537565;931,655;0,931655;57,7;333,406;501,96;0,664;1418,063;1,418063;128415,428;0,128415428;168;273,109;255,432;1;NoED;May032022_MAX_C2-NoED-M21-3X-2;PSD95-6ZF-NoED;22;#E69F00
668,64;0,66864;915,254;0,915254;73,055;292,749;379,228;0,772;1140,092;1,140092;84623,537;0,084623537;193,333;452,463;7964,8;1;NoED;May032022_MAX_C2-NoED-M18-3X-1;PSD95-6ZF-NoED;22;#E69F00
453,941;0,453941;898,774;0,898774;50,507;233,662;546,38;0,428;1316,442;1,316442;94819,423;0,094819423;69,363;93,632;91,306;2;VP64;VP64_500M2S1;PSD95-6ZF-VP64;22;#E69F00
722,641;0,722641;892,454;0,892454;80,972;379,18;428,438;0,885;1315,777;1,315777;120945,917;0,120945917;126,466;126,466;126,466;2;VP64;VP64_C25M1C163X5XAS1Spine;PSD95-6ZF-VP64;23;#009E73
529,846;0,529846;880,399;0,880399;60,182;396,517;447,138;0,887;1380,86;1,38086;138294,662;0,138294662;79,913;129,338;214,489;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
682,73;0,68273;878,51;0,87851;77,755;313,33;386,48;0,812;1160,636;1,160636;98030,486;0,098030486;64,679;245,14;206,848;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
470,581;0,470581;857,721;0,857721;54,864;414,719;587,333;0,706;1684,956;1,684956;187796,173;0,187796173;97,966;212,293;417,339;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
165,275;0,165275;857,306;0,857306;19,278;447,259;874,325;0,512;2377,432;2,377432;312829,738;0,312829738;273,729;312,29;312,29;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
225,786;0,225786;854,66;0,85466;26,418;339,784;772,421;0,44;1918,5;1,9185;212025,915;0,212025915;102,289;196,103;196,103;2;VP64;VP64_C21M1C263X5XS3Spines;PSD95-6ZF-VP64;23;#009E73
354,46;0,35446;845,29;0,84529;41,947;337,563;572,686;0,589;1690,423;1,690423;143488,926;0,143488926;80,68;185,778;265,619;2;VP64;VP64_May032022_C2100M43X;PSD95-6ZF-VP64;23;#009E73
602,986;0,602986;842,646;0,842646;71,559;204,717;299,481;0,684;849,018;0,849018;44284,523;0,044284523;163,153;260,683;11165,699;1;NoED;May032022_MAX_C2-NoED-M18-3X-1;PSD95-6ZF-NoED;23;#009E73
339,579;0,339579;835,64;0,83564;40,637;564,66;783,362;0,72;2282,972;2,282972;340499,831;0,340499831;116,474;209,858;225,69;2;VP64;VP64_May032022_C2100M43X;PSD95-6ZF-VP64;22;#E69F00
653,2;0,6532;832,569;0,832569;78,434;270,864;367,537;0,737;1010,757;1,010757;71974,519;0,071974519;100,234;131,566;299,418;2;VP64;VP64_C21M1C263X5XS3Spines;PSD95-6ZF-VP64;23;#009E73
582,701;0,582701;832,017;0,832017;70,035;444,999;502,685;0,885;1539,767;1,539767;170580,142;0,170580142;155,6;271,023;12449,569;1;NoED;NoED_Jun142022_C2M53X1;PSD95-6ZF-NoED;23;#009E73
456,773;0,456773;820,641;0,820641;55,661;430,938;638,283;0,675;1705,209;1,705209;204197,832;0,204197832;217,546;217,546;217,546;2;VP64;VP64_MAX21M1C163X5X2Spines;PSD95-6ZF-VP64;22;#E69F00
421,89;0,42189;815,103;0,815103;51,759;442,807;490,204;0,903;1511,175;1,511175;169912,486;0,169912486;180,387;611,313;21187,31;1;NoED;Jun142022_MAX_C2-NoED-M14-3X-2;PSD95-6ZF-NoED;23;#009E73
357,936;0,357936;806,099;0,806099;44,404;365,777;548,138;0,667;1504,351;1,504351;155788,218;0,155788218;212,308;1104,767;24502,237;1;NoED;May032022_MAX_C2-NoED-M21-3X-2;PSD95-6ZF-NoED;23;#009E73
478,954;0,478954;793,433;0,793433;60,365;373,902;496,342;0,753;1529,612;1,529612;143579,354;0,143579354;233,143;267,388;16936,991;1;VP64;May032022_MAX_C2-VP64-M18-3X-1;PSD95-6ZF-VP64;23;#009E73
312,357;0,312357;786,147;0,786147;39,733;499,766;626,637;0,798;1818,598;1,818598;248293,416;0,248293416;215,213;712,068;751,292;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-1;PSD95-6ZF-VP64;23;#009E73
355,735;0,355735;780,605;0,780605;45,572;223,837;444,159;0,504;1180,946;1,180946;76250,617;0,076250617;94,151;271,819;384,435;1;VP64;Jun142022_MAX_C2-VP64-M14-3X-1;PSD95-6ZF-VP64;23;#009E73
283,94;0,28394;762,731;0,762731;37,227;455,461;662,127;0,688;1831,145;1,831145;229281,985;0,229281985;169,764;644,209;752,168;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-1;PSD95-6ZF-NoED;23;#009E73
261,394;0,261394;756,276;0,756276;34,563;416,975;631,84;0,66;1898,527;1,898527;208560,792;0,208560792;302,689;385,831;385,985;1;NoED;Jun142022_MAX_C2-NoED-M6-3X-1;PSD95-6ZF-NoED;22;#E69F00
379,709;0,379709;749,73;0,74973;50,646;417,181;524,289;0,796;1510,013;1,510013;165506,146;0,165506146;351,54;351,54;351,54;1;NoED;Jun142022_MAX_C2-NoED-M10-3X-2;PSD95-6ZF-NoED;23;#009E73
363,795;0,363795;724,259;0,724259;50,23;328,711;383,107;0,858;1150,71;1,15071;95327,887;0,095327887;185,82;243,356;237,199;1;VP64;May032022_MAX_C2-VP64-M15D-3X-1;PSD95-6ZF-VP64;23;#009E73
335,117;0,335117;722,495;0,722495;46,383;466,585;602,852;0,774;2023,46;2,02346;263002,512;0,263002512;52,524;57,371;24098,829;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;22;#E69F00
